Country,year,gfn2gdp,efn2gdp,FCD2GDweo,grossdebt2gdpweo,externdebt2gdp,credit2privat,stdebt2extdebt,CA2gdp,debtserv2res,IntExp2rev,interExtdeb2gdp,debtserv2expor,crisis
Saudi Arabia,2001,,-1,0,1,14,27,0,8,,12,1,16,0
Saudi Arabia,2002,,1,0,1,13,24,0,5,,14,1,17,0
Saudi Arabia,2003,,0,0,1,10,27,0,6,,13,0,15,0
Saudi Arabia,2004,8,-8,0,1,10,29,0,13,,10,0,11,0
Saudi Arabia,2005,2,-15,0,1,9,28,0,20,,6,0,10,0
Saudi Arabia,2006,-2,-23,0,0,10,32,0,27,,5,0,8,0
Saudi Arabia,2007,-12,-22,0,0,11,35,0,26,,4,1,8,0
Saudi Arabia,2008,-5,-19,0,0,18,34,0,22,6,3,1,7,0
Saudi Arabia,2009,-28,-19,0,0,16,37,0,25,8,2,0,11,0
Saudi Arabia,2010,6,1,0,0,21,38,0,5,7,3,0,13,0
Saudi Arabia,2011,-1,-5,0,0,18,46,0,13,9,1,0,15,0
Saudi Arabia,2012,-10,-17,0,0,13,39,0,24,8,1,0,11,0
Saudi Arabia,2013,-10,-18,0,0,13,34,0,22,5,0,0,9,0
Saudi Arabia,2014,-5,-11,0,0,12,36,0,18,7,0,0,13,0
Saudi Arabia,2015,4,-4,0,0,13,40,0,10,6,0,0,12,0
Saudi Arabia,2016,16,17,0,0,14,44,0,-9,9,0,0,25,0
Saudi Arabia,2017,18,11,33,0,20,56,0,-4,8,1,0,22,0
Serbia,1990,,,,,,,,,,,,,0
Serbia,1991,,,,,,,,,,,,,0
Serbia,1992,,,,,,,,,,,,,0
Serbia,1993,,,,,,,,,,,,,0
Serbia,1994,,,,,,,,,,,,,0
Serbia,1995,,,,,,,,,,,,,0
Serbia,1996,,,,,,,,,,,,,0
Serbia,1997,,,,,,,,,,,,,0
Serbia,1998,,,,,,,,-5,,,,,0
Serbia,1999,,,,,61,22,0,-3,,,0,,0
Serbia,2000,,,,,95,24,0,-4,,,0,3,1
Serbia,2006,-1,11,97,1,55,22,0,-8,28,3,4,26,0
Serbia,2007,3,14,91,0,61,28,0,-10,36,3,9,47,1
Serbia,2012,14,24,82,0,72,50,0,-9,49,3,2,51,0
Serbia,2013,16,26,78,1,87,48,0,-11,49,5,2,47,0
Serbia,2014,16,21,77,1,83,50,0,-6,54,6,2,43,0
Serbia,2015,16,18,77,1,76,44,0,-6,49,7,2,33,0
Serbia,2016,17,12,76,1,83,43,0,-5,31,8,3,21,0
Serbia,2017,13,13,78,1,77,43,0,-3,40,7,3,23,0
Seychelles,1990,,,,,58,7,,-13,,14,4,,1
Seychelles,1992,,,69,1,61,7,0,-2,136,14,4,17,0
Seychelles,1993,,,74,1,59,8,0,-2,122,14,3,16,0
Seychelles,1994,,,69,1,57,8,0,2,116,14,3,13,1
Seychelles,1995,,,48,1,60,8,0,6,133,15,3,13,0
Seychelles,1996,,,47,1,63,9,0,0,155,19,4,13,0
Seychelles,1997,,,47,1,69,11,0,-10,210,20,4,14,1
Seychelles,1998,,,44,1,63,13,0,-12,185,20,3,13,0
Seychelles,1999,,,37,2,59,14,0,-17,258,23,3,15,0
Seychelles,2000,,,29,2,46,14,0,-19,88,20,4,6,1
Seychelles,2003,111,27,38,2,80,18,0,-15,143,19,2,18,0
Seychelles,2004,38,9,39,2,69,20,0,-1,84,14,1,9,1
Seychelles,2006,38,23,37,1,53,25,0,-19,81,16,1,6,0
Seychelles,2007,41,24,40,1,51,25,0,-13,106,13,1,14,0
Seychelles,2008,44,30,57,1,69,23,0,-11,574,21,3,25,1
Seychelles,2013,17,23,57,1,168,22,0,-21,11,9,1,3,0
Seychelles,2014,28,17,58,1,125,20,0,-12,20,13,1,7,1
Singapore,1990,,,,,,102,,9,,,,,0
Singapore,1991,,,,1,,102,,8,,9,,,0
Singapore,1992,,,,1,,103,,11,,12,,,0
Singapore,1993,,,,1,,102,,11,,8,,,0
Singapore,1994,,,,1,,102,,7,,4,,,0
Singapore,1995,,,,1,,101,,15,,3,,,0
Singapore,1996,,,,1,,111,,16,,3,,,0
Singapore,1997,,,,1,,121,,14,,2,,,0
Singapore,1998,,,,1,,128,,15,,2,,,0
Singapore,1999,,,,1,,127,,22,,2,,,0
Singapore,2000,,,,1,,127,,17,,2,,,0
Singapore,2001,,,,1,,122,,11,,1,,,0
Singapore,2002,,,,1,,129,,14,,1,,,0
Singapore,2003,,,,1,,136,,13,,1,,,0
Singapore,2004,-6,,,1,,137,,23,,1,,,0
Singapore,2005,-6,,,1,,128,,18,,1,,,0
Singapore,2006,-6,,,1,,120,,22,,0,,,0
Singapore,2007,-6,,,1,,115,,25,,0,,,0
Singapore,2008,-10,,,1,,113,,26,,0,,,0
Singapore,2009,-6,,,1,,125,,14,,0,,,0
Singapore,2010,0,,,1,,129,,17,,0,,,0
Singapore,2011,-6,,,1,,122,,23,,0,,,0
Singapore,2012,-9,,,1,,132,,22,,0,,,0
Singapore,2013,-8,,,1,,140,,17,,0,,,0
Singapore,2014,-7,,,1,,155,,17,,0,,,0
Singapore,2015,-6,,,1,,165,,19,,0,,,0
Singapore,2016,-4,,,1,,167,,19,,0,,,0
Singapore,2017,-3,,,1,,172,,19,,0,,,0
Slovak Republic,1990,,,,,,,,,,,,,0
Slovak Republic,1991,,,,,,,,,,,,,0
Slovak Republic,1992,,,,,,,,,,,,,0
Slovak Republic,1993,,,,,,,,,,,,,0
Slovak Republic,1994,,,,,25,,0,-5,,,,,0
Slovak Republic,1995,,,,,30,,0,4,,,,,0
Slovak Republic,1996,,,,0,29,,0,3,,5,,,0
Slovak Republic,1997,,,,0,36,,0,-10,,6,,,0
Slovak Republic,1998,,,,0,45,,0,-9,,6,,,0
Slovak Republic,1999,,,,0,52,,0,-10,,6,,,0
Slovak Republic,2000,,,,0,50,,0,-4,,8,,,0
Slovak Republic,2001,,19,,0,52,,0,-3,,10,,,0
Slovak Republic,2002,,25,,0,52,,0,-8,,10,,,0
Slovak Republic,2003,21,27,,0,58,,0,-8,,9,,,0
Slovak Republic,2004,14,28,,0,58,,0,-5,,7,,,0
Slovak Republic,2005,13,34,,0,61,,0,-6,,6,,,0
Slovak Republic,2006,14,34,,0,54,,0,-7,,5,,,0
Slovak Republic,2007,10,41,,0,63,,0,-7,,4,,,0
Slovak Republic,2008,7,35,,0,62,34,0,-5,,4,,,0
Slovak Republic,2009,7,36,,0,53,37,0,-6,,4,,,0
Slovak Republic,2010,13,40,,0,82,41,0,-3,,4,,,0
Slovak Republic,2011,13,26,,0,77,45,0,-5,,4,,,0
Slovak Republic,2012,9,25,,0,74,45,0,-5,,4,,,0
Slovak Republic,2013,12,22,,1,77,47,0,1,,5,,,0
Slovak Republic,2014,10,21,,1,85,47,0,2,,5,,,0
Slovak Republic,2015,10,21,,1,84,48,0,1,,5,,,0
Slovak Republic,2016,7,22,,1,83,50,0,-2,,4,,,0
Slovak Republic,2017,,23,,1,87,53,0,-1,,4,,,0
Slovenia,1990,,,,,,,,,,,,,0
Slovenia,1991,,,,,,,,,,,,,0
Slovenia,1992,,,,,,,,,,,,,0
Slovenia,1993,,,,,,,,6,,1,,,0
Slovenia,1994,,,,,,,,2,,3,,,0
Slovenia,1995,,,,,,,,3,,3,,,0
Slovenia,1996,,,,0,27,,,0,,3,,,0
Slovenia,1997,,,,0,32,,,0,,3,,,0
Slovenia,1998,,,,0,33,,,0,,3,,,0
Slovenia,1999,,,,0,34,,,-1,,3,,,0
Slovenia,2000,,,,0,36,,,-3,,3,,,0
Slovenia,2001,,,,0,42,,,-3,,3,,,0
Slovenia,2002,5,,,0,44,,,0,,4,,,0
Slovenia,2003,4,,,0,50,,,1,,4,,,0
Slovenia,2004,5,,,0,55,,,-1,,4,,,0
Slovenia,2005,4,,,0,60,,,-3,,3,,,0
Slovenia,2006,8,,,0,67,0,,-2,,3,,,0
Slovenia,2007,6,,,0,81,52,,-2,,3,,,0
Slovenia,2008,4,,,0,108,60,,-4,,3,,,0
Slovenia,2009,5,,,0,99,71,,-5,,2,,,0
Slovenia,2010,8,,,0,121,76,,-1,,2,,,0
Slovenia,2011,12,,,0,116,83,,0,,3,,,0
Slovenia,2012,8,,,0,107,85,,0,,4,,,0
Slovenia,2013,7,,,1,121,82,,2,,4,,,0
Slovenia,2014,21,,,1,119,80,,4,,6,,,0
Slovenia,2015,16,,,1,117,66,,6,,7,,,0
Slovenia,2016,9,5,,1,118,55,,4,,7,,,0
Slovenia,2017,,,,1,106,50,,5,,7,,,0
South Africa,1990,,,,,26,55,,2,,14,2,,1
South Africa,1991,,,,,20,54,0,1,328,15,1,32,0
South Africa,1992,,,,,20,56,0,1,205,15,2,28,0
South Africa,1993,,,,,20,53,0,1,215,15,3,29,1
South Africa,1994,,,,,20,50,0,2,276,17,2,33,0
South Africa,1995,,,,,21,50,0,0,452,18,1,60,0
South Africa,1996,,,,,23,52,0,-2,381,18,1,55,0
South Africa,1997,,,,,23,54,0,-1,973,20,1,60,0
South Africa,1998,,,,,26,56,0,-1,363,22,1,58,0
South Africa,1999,,,,,28,61,0,-2,406,22,1,64,0
South Africa,2000,,,,,29,62,0,0,317,21,1,69,0
South Africa,2001,,15,8,0,27,59,0,0,278,20,1,57,0
South Africa,2002,,16,15,0,26,60,0,0,275,19,1,58,0
South Africa,2003,,13,18,0,29,57,0,1,226,16,1,47,0
South Africa,2004,,8,15,0,22,58,0,-1,180,15,1,30,0
South Africa,2005,,9,13,0,20,57,0,-3,103,14,1,26,0
South Africa,2006,,10,13,0,19,61,0,-3,88,12,1,27,0
South Africa,2007,4,13,14,0,22,69,0,-4,98,11,1,31,0
South Africa,2008,3,14,14,0,26,75,0,-5,87,9,1,31,0
South Africa,2009,4,17,16,0,26,79,0,-6,108,9,1,36,0
South Africa,2010,8,14,12,0,28,76,0,-3,92,9,1,44,0
South Africa,2011,8,10,9,0,30,72,0,-2,81,10,1,33,0
South Africa,2012,9,11,10,0,28,68,0,-2,79,10,1,30,0
South Africa,2013,11,14,9,0,36,69,0,-5,77,10,1,33,0
South Africa,2014,11,18,9,0,37,70,0,-6,99,11,1,43,0
South Africa,2015,11,17,9,0,41,70,0,-5,90,11,1,40,0
South Africa,2016,11,20,11,0,39,72,0,-4,118,12,2,56,0
South Africa,2017,11,18,10,1,48,73,0,-3,101,12,2,54,0
Spain,1990,,,,0,,73,,-3,,9,,,0
Spain,1991,,,,0,,75,,-3,,9,,,0
Spain,1992,,,,0,,77,,-3,,9,,,0
Spain,1993,,,,0,,76,,-3,,10,,,0
Spain,1994,,,,1,,78,,-2,,12,,,0
Spain,1995,,,,1,,75,,-2,,11,,,0
Spain,1996,,,,1,,81,,-1,,13,,,0
Spain,1997,,,,1,,79,,-1,,13,,,0
Spain,1998,,,,1,,81,,-1,,12,,,0
Spain,1999,,,,1,,86,,-2,,11,,,0
Spain,2000,,,,1,,99,,-3,,9,,,0
Spain,2001,,,,1,0,113,,-4,,8,,,0
Spain,2002,,,,1,0,123,,-4,,8,,,0
Spain,2003,9,,,1,92,131,,-4,,7,,,0
Spain,2004,8,,,0,98,138,,-4,,6,,,0
Spain,2005,7,,,0,107,149,,-6,,5,,,0
Spain,2006,5,,,0,124,163,,-7,,4,,,0
Spain,2007,4,,,0,137,184,,-9,,4,,,0
Spain,2008,4,,,0,144,202,,-10,,4,,,0
Spain,2009,10,,,0,148,207,,-9,,4,,,0
Spain,2010,17,,,1,161,213,,-4,,5,,,0
Spain,2011,18,,,1,156,216,,-4,,5,,,1
Spain,2014,21,35,,1,160,201,,2,,9,,,0
Spain,2015,21,39,,1,168,191,,1,,9,,,0
Spain,2016,20,57,,1,169,180,,1,,8,,,0
Spain,2017,19,54,,1,167,169,,2,,7,,,0
Sri Lanka,1990,,,,,61,22,,-7,,24,3,,0
Sri Lanka,1991,,,,1,61,20,0,-4,99,28,2,18,1
Sri Lanka,1992,,,,1,39,20,0,-6,66,26,2,19,0
Sri Lanka,1993,,,,1,39,9,0,-5,56,28,2,17,0
Sri Lanka,1994,,,,1,55,9,0,-5,32,28,2,16,1
Sri Lanka,1995,,,,1,60,10,0,-7,27,32,2,14,0
Sri Lanka,1996,,,,1,55,11,0,-7,37,27,2,17,0
Sri Lanka,1997,,,,1,49,31,0,-5,38,32,2,15,0
Sri Lanka,1998,,,,1,43,30,0,-3,33,32,2,12,0
Sri Lanka,1999,,,,1,46,29,0,-2,38,30,2,13,1
Sri Lanka,2002,40,4,,1,51,29,0,-1,66,39,1,14,0
Sri Lanka,2003,36,4,,1,53,31,0,-1,43,43,1,12,0
Sri Lanka,2004,34,3,,1,53,31,0,0,31,44,1,11,0
Sri Lanka,2005,25,5,,1,54,31,0,-3,33,37,1,10,1
Sri Lanka,2006,24,4,,1,47,32,0,-2,21,29,1,7,0
Sri Lanka,2007,23,7,,1,43,33,0,-5,33,30,1,11,0
Sri Lanka,2008,21,6,,1,44,35,0,-4,35,31,1,13,1
Sri Lanka,2013,21,8,,1,54,35,0,-6,37,38,1,19,0
Sri Lanka,2014,21,7,,1,54,35,0,-3,48,38,1,24,0
Sri Lanka,2015,24,5,,1,54,35,0,-3,34,36,1,16,0
Sri Lanka,2016,21,6,,1,56,36,0,-2,51,36,1,22,1
St. Kitts and Nevis,1990,,,,,21,38,,,,,1,,0
St. Kitts and Nevis,1991,,,,,20,45,0,,18,12,1,,0
St. Kitts and Nevis,1992,,,,,22,41,0,,20,12,1,,0
St. Kitts and Nevis,1993,,,,,26,46,0,,28,11,1,,0
St. Kitts and Nevis,1994,,,,,26,54,0,,12,9,0,,0
St. Kitts and Nevis,1995,,,,,25,56,0,,14,9,0,,0
St. Kitts and Nevis,1996,,,,,27,56,0,,20,7,1,,0
St. Kitts and Nevis,1997,,,,0,20,54,0,,22,10,1,,0
St. Kitts and Nevis,1998,,,,1,31,54,0,,22,9,1,,0
St. Kitts and Nevis,1999,,,,1,34,54,0,,21,10,1,,0
St. Kitts and Nevis,2000,,,,1,39,57,0,,34,13,2,,0
St. Kitts and Nevis,2001,,19,,1,39,58,0,,47,17,2,,0
St. Kitts and Nevis,2002,,27,,1,49,60,0,,51,20,3,,0
St. Kitts and Nevis,2003,,29,,1,56,54,0,,48,22,3,,0
St. Kitts and Nevis,2004,,29,,1,70,51,0,,65,23,4,,0
St. Kitts and Nevis,2005,,19,,2,68,55,0,,66,22,4,,0
St. Kitts and Nevis,2006,41,17,,2,59,55,0,,70,20,4,,0
St. Kitts and Nevis,2007,32,18,,1,50,55,0,,60,20,3,,0
St. Kitts and Nevis,2008,29,22,,1,43,52,0,,51,21,3,,0
St. Kitts and Nevis,2009,27,31,,1,45,56,0,,39,22,1,,0
St. Kitts and Nevis,2010,33,28,,1,46,58,0,,33,21,2,,0
St. Kitts and Nevis,2011,40,25,,2,47,63,0,,28,23,2,,1
St. Kitts and Nevis,2013,23,11,,1,43,65,0,,53,17,15,,0
St. Kitts and Nevis,2014,15,13,,1,41,66,0,,8,9,1,,0
St. Kitts and Nevis,2015,17,7,,1,36,61,0,-5,14,7,4,8,0
St. Kitts and Nevis,2016,20,13,,1,27,59,0,-10,26,6,5,14,0
St. Kitts and Nevis,2017,3,13,,1,22,59,0,-11,8,5,1,5,0
St. Lucia,1990,,,,,16,41,,,,4,1,,0
St. Lucia,1991,,,,0,14,46,0,,10,3,0,,0
St. Lucia,1992,,,,0,20,44,0,,13,3,1,,0
St. Lucia,1993,,,,0,22,45,0,,19,3,1,,0
St. Lucia,1994,,,127,0,41,44,0,,19,3,1,,0
St. Lucia,1995,,,118,0,39,52,0,,17,3,1,,0
St. Lucia,1996,,,115,0,37,53,0,,17,3,1,,0
St. Lucia,1997,,,106,0,40,55,0,,20,4,1,,0
St. Lucia,1998,,,92,0,41,60,0,,19,4,1,,0
St. Lucia,1999,,,78,0,37,64,0,,20,4,1,,0
St. Lucia,2000,,,76,0,36,63,0,,31,4,2,,0
St. Lucia,2001,,13,67,0,35,67,0,,42,7,3,,0
St. Lucia,2002,,15,67,0,42,70,0,,33,9,2,,0
St. Lucia,2003,2,15,73,1,56,77,0,,67,8,7,,0
St. Lucia,2004,5,18,76,1,54,77,0,,46,10,4,,0
St. Lucia,2005,5,11,70,1,57,67,0,,53,11,6,,0
St. Lucia,2006,-18,15,71,1,65,68,0,,57,13,5,,0
St. Lucia,2007,8,29,66,1,69,75,0,,56,12,5,,0
St. Lucia,2008,6,29,61,1,75,78,0,,50,11,5,,0
St. Lucia,2009,4,28,55,1,76,90,0,,35,11,3,,0
St. Lucia,2010,9,12,53,1,80,100,0,,31,11,3,,0
St. Lucia,2011,14,16,50,1,72,104,0,,46,12,5,,0
St. Lucia,2012,13,18,49,1,77,97,0,,21,12,2,,0
St. Lucia,2013,20,13,46,1,83,96,0,,24,14,2,,1
St. Lucia,2014,17,11,48,1,84,103,0,,23,15,1,,0
St. Lucia,2015,16,-2,50,1,82,100,0,3,21,15,2,5,0
St. Lucia,2016,12,-6,47,1,72,89,0,7,6,15,1,2,0
St. Lucia,2017,,7,48,1,70,78,0,-2,55,14,5,17,0
Suriname,1990,,,,,6,40,,8,,,,,0
Suriname,1991,,,,1,19,43,0,7,,13,1,6,0
Suriname,1992,,,,1,20,38,0,-13,,16,1,6,0
Suriname,1993,,,,1,22,41,0,3,,13,1,7,1
Suriname,1995,,,,0,29,22,0,12,,6,1,9,0
Suriname,1996,,,,0,19,8,0,8,,2,0,1,0
Suriname,1997,,,,0,13,7,0,-6,,2,0,4,0
Suriname,1998,,,,0,13,13,0,-5,,0,0,5,1
Suriname,2002,,12,,0,32,8,0,-8,31,2,1,11,0
Suriname,2003,8,12,,0,27,10,0,-10,40,4,1,10,0
Suriname,2004,1,12,,0,24,16,0,-10,45,8,1,8,1
Suriname,2006,3,8,61,0,17,19,0,-6,25,10,1,3,0
Suriname,2007,1,-7,62,0,17,19,0,8,25,6,0,4,0
Suriname,2008,-1,-7,59,0,14,17,0,11,36,4,1,9,0
Suriname,2009,1,-9,58,0,11,21,0,9,4,3,0,1,0
Suriname,2010,4,-1,45,0,12,24,0,3,18,4,1,7,1
Suriname,2011,3,-15,41,0,13,24,0,15,6,4,0,2,0
Suriname,2012,1,-9,53,0,30,24,0,10,7,4,0,2,0
Suriname,2013,5,-2,53,0,30,24,0,3,12,4,0,4,0
Suriname,2014,8,4,49,0,35,24,0,-4,12,5,0,4,0
Suriname,2015,9,9,59,0,38,28,0,-8,33,4,0,9,0
Suriname,2016,16,17,49,0,52,30,0,-17,36,7,0,6,1
Suriname,2017,,6,79,1,90,36,0,-3,151,10,2,35,0
Swaziland,1990,,,,,24,17,,7,,4,1,,0
Swaziland,1991,,,,,21,19,0,4,11,3,1,4,0
Swaziland,1992,,,,,20,16,0,4,10,2,1,3,0
Swaziland,1993,,,,,16,21,0,-3,8,3,1,3,0
Swaziland,1994,,,92,0,13,19,0,-4,10,2,0,3,0
Swaziland,1995,,,90,0,14,17,0,0,10,2,0,3,0
Swaziland,1996,,,88,0,13,18,0,-2,9,2,0,3,0
Swaziland,1997,,,90,0,13,15,0,-3,9,2,0,3,0
Swaziland,1998,,,93,0,14,14,0,0,8,2,0,2,0
Swaziland,1999,,,95,0,16,14,0,-5,6,2,0,2,0
Swaziland,2000,,,96,0,18,13,0,-2,7,3,1,3,0
Swaziland,2001,,3,97,0,19,13,0,-3,7,2,1,2,0
Swaziland,2002,,0,96,0,24,11,0,1,11,3,1,3,0
Swaziland,2003,5,0,88,0,19,9,0,2,17,5,1,4,1
Swaziland,2004,3,-3,87,0,17,10,0,4,18,4,1,3,0
Swaziland,2005,4,-2,81,0,14,13,0,2,14,3,1,2,1
Swaziland,2007,-8,7,84,0,14,17,0,-6,12,2,1,2,0
Swaziland,2008,5,3,89,0,15,19,0,-2,7,2,1,2,1
Swaziland,2012,12,15,50,0,13,19,0,1,83,4,1,25,0
Swaziland,2013,9,-1,48,0,12,22,0,13,24,3,1,9,0
Swaziland,2014,11,-1,52,0,14,19,0,19,26,3,0,10,0
Swaziland,2015,12,2,53,0,12,21,0,22,39,3,1,12,0
Swaziland,2016,14,-6,54,0,14,21,0,27,39,4,1,11,1
Swaziland,2017,22,3,37,0,14,21,0,17,31,6,1,10,0
Sweden,1990,,,,,,145,,-1,,8,,,0
Sweden,1991,,,,,,154,,-2,,7,,,0
Sweden,1992,,,,,,150,,-2,,7,,,0
Sweden,1993,,,,,,151,,-3,,8,,,0
Sweden,1994,,,,1,,155,,-1,,8,,,0
Sweden,1995,,,,1,,148,,1,,9,,,0
Sweden,1996,,,,1,,136,,3,,9,,,0
Sweden,1997,,,,1,,130,,3,,9,,,0
Sweden,1998,,,,1,,139,,4,,9,,,0
Sweden,1999,,,,1,,140,,4,,8,,,0
Sweden,2000,,,,1,,145,,4,,7,,,0
Sweden,2001,,,,1,,149,,4,,6,,,0
Sweden,2002,9,,,1,,156,,5,,5,,,0
Sweden,2003,11,,,0,,161,,4,,6,,,0
Sweden,2004,15,,,0,,161,,6,,4,,,0
Sweden,2005,13,,,0,,159,,6,,3,,,0
Sweden,2006,12,,,0,,165,,6,,3,,,0
Sweden,2007,10,,,0,,170,,8,,3,,,0
Sweden,2008,6,,,0,,183,,8,,3,,,0
Sweden,2009,6,,,0,,206,,8,,3,,,0
Sweden,2010,11,,,0,,229,,6,,2,,,0
Sweden,2011,9,,,0,,228,,6,,2,,,0
Sweden,2012,8,,,0,,225,,6,,2,,,0
Sweden,2013,10,,,0,,232,,6,,2,,,0
Sweden,2014,10,,,0,,233,,5,,2,,,0
Sweden,2015,12,,,0,,235,,5,,2,,,0
Sweden,2016,9,,,0,,233,,5,,1,,,0
Sweden,2017,5,58,,0,,230,,4,,1,,,0
Switzerland,1990,,,,,,191,,4,,4,,,0
Switzerland,1991,,,,0,,194,,3,,4,,,0
Switzerland,1992,,,,0,,193,,4,,5,,,0
Switzerland,1993,,,,0,,192,,5,,6,,,0
Switzerland,1994,,,,0,,191,,7,,6,,,0
Switzerland,1995,,,,1,,187,,6,,6,,,0
Switzerland,1996,,,,1,,188,,5,,6,,,0
Switzerland,1997,,,,1,,192,,6,,6,,,0
Switzerland,1998,,,,1,,194,,9,,6,,,0
Switzerland,1999,,,,1,,189,,8,,6,,,0
Switzerland,2000,,,,1,,195,,10,,6,,,0
Switzerland,2001,,,,1,,192,,12,,5,,,0
Switzerland,2002,,,,1,,189,,8,,5,,,0
Switzerland,2003,6,,,1,,188,,8,,5,,,0
Switzerland,2004,5,,,1,,193,,13,,4,,,0
Switzerland,2005,14,,,1,,194,,15,,4,,,0
Switzerland,2006,12,,,1,,194,,14,,4,,,0
Switzerland,2007,10,,,1,,191,,14,,4,,,0
Switzerland,2008,9,,,0,,193,,10,,4,,,0
Switzerland,2009,8,,,0,,194,,2,,3,,,0
Switzerland,2010,10,,,0,,204,,7,,3,,,0
Switzerland,2011,10,,,0,,210,,15,,3,,,0
Switzerland,2012,9,,,0,,214,,8,,2,,,0
Switzerland,2013,10,,,0,,222,,10,,2,,,0
Switzerland,2014,10,,,0,,223,,11,,2,,,0
Switzerland,2015,9,,,0,,224,,9,,2,,,0
Switzerland,2016,9,-11,,0,,227,,11,,2,,,0
Switzerland,2017,,,,0,,235,,9,,2,,,0
Syria,1990,,,,,206,6,,12,,,1,,1
Syria,1999,,,,2,131,10,0,1,49,2,2,32,0
Syria,2000,,,,1,125,9,0,2,49,2,2,31,0
Syria,2001,,3,,2,128,9,0,5,87,2,4,38,0
Syria,2002,,3,,1,115,8,0,4,116,2,12,58,0
Syria,2003,,9,,1,101,8,0,5,86,2,2,43,0
Syria,2004,,23,,1,100,8,0,-8,80,2,2,51,0
Syria,2005,,13,,1,85,10,0,-3,54,3,2,31,0
Syria,2006,,8,,1,28,12,0,-2,32,5,1,16,0
Syria,2007,,3,,0,24,15,0,1,28,4,0,13,0
Syria,2008,,4,,0,21,15,0,0,21,3,0,11,0
Syria,2009,,6,,0,16,15,0,-1,15,3,0,13,1
Syria,2010,,7,,0,15,,0,-3,14,3,0,16,0
Syria,2011,,7,,0,15,,0,-3,15,3,0,14,0
Syria,2012,,,,,,,,,,2,,,0
Syria,2013,,,,,,,,,,3,,,0
Syria,2014,,,,,,,,,,3,,,0
Syria,2015,,,,,,,,,,3,,,0
Syria,2016,,,,,,,,,,,,,0
Syria,2017,,,,,,,,,,,,,0
Thailand,1990,,,,,30,76,,-3,,,2,,0
Thailand,1991,,,,,33,88,,-8,,,2,10,0
Thailand,1992,,,,,37,98,,-7,,,2,11,0
Thailand,1993,,,,,38,105,,-5,,,2,11,0
Thailand,1994,,,,,48,114,,-5,,,2,11,0
Thailand,1995,,,,,51,127,,-5,,,2,12,0
Thailand,1996,,,,,60,143,0,-8,101,,2,53,0
Thailand,1997,,,,0,59,156,0,-8,159,,3,86,1
Thailand,2000,,,,1,75,153,0,10,122,,4,60,0
Thailand,2001,,15,,1,63,127,0,7,99,7,3,40,0
Thailand,2002,,19,,1,56,109,0,4,93,7,3,40,0
Thailand,2003,,17,28,1,44,108,0,3,76,7,2,37,0
Thailand,2004,5,14,24,0,34,104,0,3,65,5,1,29,0
Thailand,2005,6,9,21,0,34,102,0,2,42,6,1,18,0
Thailand,2006,7,21,18,0,31,99,0,-4,65,6,1,26,0
Thailand,2007,2,16,16,0,31,94,0,1,60,7,1,26,0
Thailand,2008,4,12,13,0,28,91,0,6,56,5,1,27,0
Thailand,2009,5,17,11,0,26,91,0,0,46,6,1,24,0
Thailand,2010,9,8,10,0,27,94,0,8,33,5,0,25,0
Thailand,2011,6,9,9,0,29,93,0,3,25,5,0,19,0
Thailand,2012,5,13,8,0,28,101,0,3,34,6,0,23,0
Thailand,2013,8,15,7,0,33,109,0,0,32,6,0,21,0
Thailand,2014,7,17,7,0,34,113,0,-1,42,5,0,24,0
Thailand,2015,8,15,6,0,35,118,0,4,48,5,0,27,0
Thailand,2016,5,10,6,0,33,121,0,8,50,5,1,28,0
Thailand,2017,5,5,6,0,32,119,0,12,41,4,1,25,0
Trinidad and Tobago,1990,,,54,1,37,52,,-1,,19,3,,1
Trinidad and Tobago,1991,,,53,0,31,49,0,9,,18,2,19,0
Trinidad and Tobago,1992,,,50,1,29,45,0,0,,16,3,10,0
Trinidad and Tobago,1993,,,49,1,24,49,0,3,,20,2,8,0
Trinidad and Tobago,1994,,,57,1,34,50,0,2,,21,2,18,0
Trinidad and Tobago,1995,,,60,1,32,48,0,4,,21,2,18,0
Trinidad and Tobago,1996,,,58,1,30,41,0,6,,19,2,11,0
Trinidad and Tobago,1997,,,60,0,29,43,0,2,,17,2,10,0
Trinidad and Tobago,1998,,,47,0,22,39,0,-11,,17,2,14,0
Trinidad and Tobago,1999,,,45,0,23,44,0,-11,,20,2,8,0
Trinidad and Tobago,2000,,,49,0,25,47,0,0,,20,2,13,0
Trinidad and Tobago,2001,,-5,52,0,24,45,0,7,20,21,2,6,0
Trinidad and Tobago,2002,,-2,51,0,25,43,0,5,18,16,2,7,0
Trinidad and Tobago,2003,5,0,48,0,24,42,0,1,10,16,1,4,0
Trinidad and Tobago,2004,4,-8,47,0,24,43,0,9,9,15,1,3,0
Trinidad and Tobago,2005,-1,-13,43,0,18,37,0,14,7,11,1,3,0
Trinidad and Tobago,2006,-2,-21,44,0,15,35,0,22,7,9,1,3,0
Trinidad and Tobago,2007,-3,-39,42,0,14,35,0,40,4,6,1,1,0
Trinidad and Tobago,2008,0,-23,40,0,13,36,0,24,4,7,0,2,0
Trinidad and Tobago,2009,-5,-30,40,0,10,34,0,31,2,5,0,1,0
Trinidad and Tobago,2010,6,-8,39,0,15,29,0,9,2,9,0,2,0
Trinidad and Tobago,2011,2,-17,32,0,12,40,0,19,4,8,0,3,0
Trinidad and Tobago,2012,2,-16,20,0,11,31,0,17,2,6,0,1,0
